TEXT_ID,SENTENCE_ID,ANNOTATION_ID,TOKENS,DOC_TOKEN_START,DOC_TOKEN_END,TYPE,CORRECTION,COMMENT,MODEL,TIME_SECONDS
S015,6,12,Gerald Green,188,189,PLAYER_NAME,,,qwen_small,2633.09
S015,6,13,bench,193,193,,,"No specific mistake, but 'bench' could be expanded to clarify the context.",qwen_small,2633.09
S015,5,10,20 points,196,197,SCORE,18 points,DeMarre Carroll had only 18 points in the game.,qwen_small,2633.09
S015,6,15,7 - 15,199,201,SCORE,,The provided percentage is correct.,qwen_small,2633.09
S015,6,16,5 - 10,204,206,SCORE,,The provided percentage is correct.,qwen_small,2633.09
S015,8,18,Cleveland,287,287,TEAM_NAME,,,qwen_small,2633.09
S015,9,19,Hassan Whiteside,305,306,PLAYER_NAME,,,qwen_small,2633.09
S015,9,20,team - high,317,319,SCORE,high of 20 points,The term 'team-high' is confusing and less clear than just saying 'high of 20 points'.,qwen_small,2633.09
S016,4,3,The Jazz came out strong in the third quarter,61,69,FACT,,"Incorrect team. The Thunder came out strong in the third quarter, not Jazz.",qwen_small,2633.09
S016,4,6,", but the Thunder battled back",79,84,FACT,,"Incorrect statement. The Thunder did not battle back, the Jazz battled back.",qwen_small,2633.09
S016,4,7,in the second and third quarters,85,90,FACT,,Incorrect quarters. The correct statement is 'in the third quarter'.,qwen_small,2633.09
S016,7,10,Oklahoma City was led by Russell Westbrook,114,120,FACT,,"Incorrect team. Russell Westbrook is a player on the Thunder, not leading Oklahoma City.",qwen_small,2633.09
S016,8,13,Kevin Durant followed up,162,165,FACT,,"Incorrect statement. Kevin Durant was already in the game, he did not follow up.",qwen_small,2633.09
S016,8,14,with 20,166,167,FACT,,"Incorrect score. Kevin Durant scored 20 points, not 15.",qwen_small,2633.09
S016,9,16,Dion Waiters chipped,203,205,FACT,,"Incorrect player. Dion Waiters is a player on the Thunder, not leading Oklahoma City.",qwen_small,2633.09
S016,9,17,in 17,206,207,FACT,,"Incorrect score. Dion Waiters scored 17 points, not 20.",qwen_small,2633.09
S016,9,19,", two rebounds",220,222,FACT,,"Incorrect stat. Dion Waiters had two rebounds, not three.",qwen_small,2633.09
S016,9,20,", three assists",223,225,FACT,,"Incorrect stat. Dion Waiters had three assists, not two.",qwen_small,2633.09
S016,9,22,", in 29",229,231,FACT,,"Incorrect minutes played. Dion Waiters played for 30 minutes, not 29.",qwen_small,2633.09
S017,1,1,The Cleveland Cavaliers defeated the Detroit Pistons,1,7,DATE,"The Cleveland Cavaliers defeated the Detroit Pistons, 128-96, at Quicken Loans Arena on Tuesday evening.",Incorrect day and venue,qwen_small,2633.09
S017,3,2,The Cavaliers,21,22,DATE,The Cavaliers (44-22),Incorrect win-loss record,qwen_small,2633.09
S017,5,4,the Cavaliers,49,50,DATE,The Cavaliers (33-34),Incorrect win-loss record,qwen_small,2633.09
S017,8,6,Cleveland posted a 60 percent success rate from the field and,129,139,NUMBER,"Cleveland posted a 60 percent success rate from the field and 63 percent from three-point range, while also limiting them to a paltry 63 percent success rate from behind the arc.",Incorrect three-point percentage,qwen_small,2633.09
S017,9,7,Andre Drummond led the way,164,168,NUMBER,"Andre Drummond led the way for the Cavs with a modest stat line of eight points, 14 rebounds and one assist.",Incorrect stat line,qwen_small,2633.09
S017,9,8,eight points,178,179,NUMBER,"eight points, 14 rebounds and one assist",Incorrect stat line,qwen_small,2633.09
S017,10,9,Reggie Jackson,187,188,NUMBER,"Reggie Jackson (six points, six assists, one rebound and one steal)",Incorrect stat line,qwen_small,2633.09
S017,10,10,six points,193,194,NUMBER,"six points, six assists, one rebound and one steal",Incorrect stat line,qwen_small,2633.09
S017,12,11,Kentavious Caldwell-Pope,205,206,NUMBER,"Kentavious Caldwell-Pope led the bench with 11 points, two rebounds, three assists and one steal.",Incorrect stat line,qwen_small,2633.09
S017,13,12,11 points,211,212,NUMBER,"11 points, two rebounds, three assists and one steal",Incorrect stat line,qwen_small,2633.09
S017,15,13,Ish Smith,241,242,NUMBER,"Ish Smith was productive in a reserve role as well with 12 points, three assists, one rebound and one steal.",Incorrect stat line,qwen_small,2633.09
S017,15,14,12 points,252,253,NUMBER,"12 points, three assists, one rebound and one steal",Incorrect stat line,qwen_small,2633.09
S017,16,15,Richard Jefferson,264,265,NUMBER,"Richard Jefferson and Richard Jefferson were next with a pair of 16-point efforts, with the former adding one assist, two rebounds and one steal, and the latter registering eight boards, one assist and two steals.",Incorrect stat line,qwen_small,2633.09
S017,16,16,16 - point,275,277,NUMBER,"16-point efforts, with the former adding one assist, two rebounds and one steal, and the latter registering eight boards, one assist and two steals.",Incorrect stat line,qwen_small,2633.09
S017,17,17,Deron Williams,306,307,NUMBER,"Deron Williams was next with 13 points, three assists, two rebounds and a steal.",Incorrect stat line,qwen_small,2633.09
S017,17,18,13 points,311,312,NUMBER,"13 points, three assists, two rebounds and a steal",Incorrect stat line,qwen_small,2633.09
S017,20,19,The Pistons,356,357,DATE,"The Pistons head back home to tangle with the Atlanta Hawks on Friday night, while the Cavaliers remain home and await the Philadelphia 76ers on Friday evening as well.",Incorrect opponent,qwen_small,2633.09
S020,1,1,The Phoenix Suns defeated the host Phoenix Suns,1,8,SUBJECT-ENTITY-MISMATCH,The Phoenix Suns defeated the host New Orleans Pelicans,Incorrect team names in sentence,qwen_small,2633.09
S020,1,2,Friday,19,19,DATE-MISTAKE,"February 6, 2017",Incorrect date in sentence,qwen_small,2633.09
S020,2,3,The Pelicans (,21,23,TEAM-ENTITY-MISMATCH,The New Orleans Pelicans,Incorrect team name in sentence,qwen_small,2633.09
S020,2,4,) checked in,27,29,TEAM-ENTITY-MISMATCH,were,Incorrect verb tense,qwen_small,2633.09
S020,3,5,but they were able to pull,47,52,TEAM-ENTITY-MISMATCH,the Pelicans were able to pull away in the second half,Incorrect team name and sentence structure,qwen_small,2633.09
S020,3,6,away,53,53,TEAM-ENTITY-MISMATCH,away in the second half,Incorrect phrase,qwen_small,2633.09
S020,5,9,The Pelicans were led by Eric,113,118,TEAM-ENTITY-MISMATCH,Anthony Davis was the player of the game,Incorrect team and player name,qwen_small,2633.09
S020,8,12,Devin Booker,139,140,TEAM-ENTITY-MISMATCH,Jrue Holiday,Incorrect player name,qwen_small,2633.09
S020,9,15,was,141,141,TEAM-ENTITY-MISMATCH,led the way for the Pelicans with 34 points,Incorrect team name,qwen_small,2633.09
S020,9,14,Marquese Chriss,158,159,TEAM-ENTITY-MISMATCH,E'Twaun Moore,Incorrect player name,qwen_small,2633.09
S020,10,16,PJ Tucker,177,178,TEAM-ENTITY-MISMATCH,E'Twaun Moore,Incorrect player name,qwen_small,2633.09
S020,13,22,Terrence Jones,302,303,TEAM-ENTITY-MISMATCH,Jrue Holiday,Incorrect player name,qwen_small,2633.09
S020,15,24,Buddy Hield,328,329,TEAM-ENTITY-MISMATCH,E'Twaun Moore,Incorrect player name,qwen_small,2633.09
S021,1,1,The Houston Rockets defeated the Sacramento Kings,1,7,SUBSTITUTION,The Houston Rockets defeated the Sacramento Kings,Incorrect grammar and subject-verb agreement,qwen_small,2633.09
S021,5,5,Kings battled back,110,112,CORRECTION,The Kings battled back,Incorrect subject,qwen_small,2633.09
S021,6,6,Kings were able to pull away,132,137,CORRECTION,The Kings were able to pull away,Incorrect subject,qwen_small,2633.09
S021,7,7,James Harden led the way for Houston with 23 points,163,172,CORRECTION,James Harden led the way for Houston with 23 points,Incorrect verb tense and word order,qwen_small,2633.09
S021,10,15,17 points,204,205,CORRECTION,17 points,Incorrect number format,qwen_small,2633.09
S021,9,10,"three assists , two steals",210,214,CORRECTION,"three assists, two steals",Incorrect word usage,qwen_small,2633.09
S021,9,11,and two blocks,215,217,CORRECTION,and two blocks,Incorrect word usage,qwen_small,2633.09
S021,9,8,Trevor Ariza was next with a double,219,225,CORRECTION,Trevor Ariza was next with a double-double,Incorrect word usage,qwen_small,2633.09
S021,9,9,"18 points , 10 rebounds",229,233,CORRECTION,"18 points, 10 rebounds",Incorrect word usage,qwen_small,2633.09
S021,10,12,Sam Dekker was productive,266,269,CORRECTION,Sam Dekker was productive,Incorrect word usage,qwen_small,2633.09
S021,10,13,in a reserve role,270,273,CORRECTION,in a reserve role,Incorrect word usage,qwen_small,2633.09
S021,10,14,as well,274,275,CORRECTION,as well,Incorrect word usage,qwen_small,2633.09
S021,13,18,Darren Collison led the bench,402,406,CORRECTION,Darren Collison led the bench,Incorrect word usage,qwen_small,2633.09
S022,3,1,"Defense was key for the Pelicans , as they held the Timberwolves to",60,72,,,"The visiting team is the Pelicans, not the host.",qwen_small,2633.09
S022,5,1,Anthony Davis led the Timberwolves in scoring with,106,113,,,"The visiting team is the Pelicans, not the host.",qwen_small,2633.09
S022,13,1,Jrue Holiday finished second on the team with,295,302,,,"The visiting team is the Pelicans, not the host.",qwen_small,2633.09
S023,14,1,Justin Anderson led the team in scoring off the bench,107,116,,Justin Anderson led the Lakers in scoring off the bench,Incorrect team attribution,qwen_small,2633.09
S023,16,2,Julius Randle was the only other Laker in double,211,219,,Julius Randle was the only other starter in double,Incorrect player and team attribution,qwen_small,2633.09
S023,18,3,Justin Anderson was the player of the game,272,279,,Justin Anderson was the player of the game,Redundant 'was' and incorrect phrase,qwen_small,2633.09
S025,1,1,Kawhi Leonard,72,73,NAME,,"Kawhi Leonard's name was not mentioned in the story, but it should be.",qwen_small,2633.09
S025,3,4,Patty Mills,130,131,NAME,,"Patty Mills's name was not mentioned in the story, but it should be.",qwen_small,2633.09
S025,4,7,Avery Bradley,139,140,NAME,,"Avery Bradley's name was not mentioned in the story, but it should be.",qwen_small,2633.09
S025,3,5,David Lee,153,154,NAME,,"David Lee's name was not mentioned in the story, but it should be.",qwen_small,2633.09
S025,1,2,Isaiah Thomas,163,164,NAME,,"Isaiah Thomas's name was not mentioned in the story, but it should be.",qwen_small,2633.09
S026,1,1,David West,11,12,PER,,Incorrect name of the player. Should be Roy Hibbert.,qwen_small,2633.09
S026,2,1,on Wednesday,21,22,,on Tuesday,Incorrect day of the week. The game was played on Tuesday.,qwen_small,2633.09
S026,7,1,Eric Dragic,114,115,,Goran Dragic,"Incorrect name. The leading scorer was Goran Dragic, not Eric Dragic.",qwen_small,2633.09
S026,12,1,Roy Hibbert,267,268,,,This is correct in the original text.,qwen_small,2633.09
S026,12,3,15 points,276,277,,17 points,"Incorrect points. Roy Hibbert scored 17, not 15.",qwen_small,2633.09
S026,17,3,10 rebounds,295,296,,12 rebounds,"Incorrect rebounds. Roy Hibbert had 12, not 10.",qwen_small,2633.09
S026,22,1,CJ Miles,324,325,,,This is correct in the original text.,qwen_small,2633.09
S026,22,3,17 points,335,336,,19 points,"Incorrect points. CJ Miles scored 19, not 17.",qwen_small,2633.09
