TEXT_ID,SENTENCE_ID,ANNOTATION_ID,TOKENS,LEFT_CONTEXT,RIGHT_CONTEXT,DOC_TOKEN_START,DOC_TOKEN_END,TYPE,CORRECTION,COMMENT,MODEL,PROMPT_KEY,TIME_SECONDS
S003,12,13,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,13,14,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,14,15,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,15,16,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,16,17,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,17,18,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,18,19,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,19,20,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,20,21,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,21,22,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,22,23,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,23,24,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,24,25,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,25,26,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,26,27,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,27,28,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,28,29,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,29,30,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,30,31,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,31,32,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,32,33,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,33,34,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,34,35,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,35,36,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,36,37,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,37,38,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,38,39,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,39,40,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,40,41,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,41,42,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,42,43,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,43,44,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,44,45,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,45,46,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,46,47,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,47,48,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,48,49,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,49,50,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,50,51,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,51,52,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,52,53,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,53,54,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,54,55,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,55,56,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,56,57,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,57,58,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,58,59,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,59,60,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,60,61,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,61,62,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,62,63,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,63,64,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,64,65,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,65,66,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,66,67,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,67,68,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,68,69,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,69,70,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,70,71,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,71,72,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,72,73,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,73,74,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,74,75,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,75,76,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,76,77,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,77,78,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,78,79,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,79,80,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,80,81,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,81,82,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,82,83,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,83,84,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,84,85,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,85,86,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,86,87,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,87,88,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,88,89,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,89,90,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,90,91,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,91,92,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,92,93,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,93,94,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,94,95,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,95,96,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,96,97,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,97,98,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,98,99,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,99,100,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,100,101,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,101,102,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,102,103,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,103,104,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,104,105,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,105,106,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,106,107,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,107,108,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,108,109,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,109,110,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,110,111,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,111,112,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,112,113,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,113,114,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,114,115,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,115,116,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,116,117,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,117,118,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,118,119,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,119,120,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,120,121,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,121,122,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,122,123,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,123,124,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,124,125,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,125,126,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,126,127,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,127,128,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,128,129,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,129,130,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,130,131,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,131,132,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,132,133,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,133,134,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,134,135,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,135,136,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,136,137,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,137,138,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,138,139,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,139,140,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,140,141,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,141,142,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,142,143,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,143,144,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,144,145,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,145,146,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,146,147,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,147,148,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,148,149,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,149,150,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,150,151,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,151,152,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,152,153,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,153,154,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,154,155,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,155,156,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,156,157,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,157,158,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,158,159,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,159,160,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,160,161,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,161,162,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,162,163,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,163,164,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,164,165,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,165,166,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,166,167,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,167,168,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,168,169,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,169,170,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,170,171,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,171,172,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,172,173,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,173,174,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
S003,174,175,79,the Magic to,41 percent from the field and 3-of-21 from three-point range.,11.0,11.0,NUMBER,,Box score shows 79 points.,llama_small,p4,2866.39
S003,175,176,109,Toronto won the game with a final score of,", at Amway Center on Sunday.",9.0,9.0,NUMBER,,Box score shows 109 points.,llama_small,p4,2866.39
