text_id,category,sentence_id,family,size,prompt,mode,detected
S004,WORD,11,llama,medium,p0,full,0
S004,NAME,11,llama,medium,p0,full,0
S004,NUMBER,12,llama,medium,p0,full,0
S004,NUMBER,12,llama,medium,p0,full,0
S004,NUMBER,14,llama,medium,p0,full,0
S004,WORD,17,llama,medium,p0,full,0
S004,WORD,17,llama,medium,p0,full,0
S004,NAME,17,llama,medium,p0,full,0
S005,NUMBER,1,llama,medium,p0,full,0
S005,NAME,1,llama,medium,p0,full,0
S005,NUMBER,2,llama,medium,p0,full,0
S005,NUMBER,3,llama,medium,p0,full,0
S005,NUMBER,4,llama,medium,p0,full,0
S005,WORD,5,llama,medium,p0,full,0
S005,WORD,5,llama,medium,p0,full,0
S005,NUMBER,5,llama,medium,p0,full,0
S005,WORD,6,llama,medium,p0,full,0
S005,NUMBER,6,llama,medium,p0,full,0
S005,NAME,7,llama,medium,p0,full,0
S005,NUMBER,7,llama,medium,p0,full,0
S005,NUMBER,7,llama,medium,p0,full,0
S005,NUMBER,8,llama,medium,p0,full,0
S005,WORD,9,llama,medium,p0,full,0
S005,WORD,9,llama,medium,p0,full,0
S005,NUMBER,9,llama,medium,p0,full,0
S005,NUMBER,9,llama,medium,p0,full,0
S005,WORD,10,llama,medium,p0,full,0
S005,NAME,10,llama,medium,p0,full,0
S005,NAME,10,llama,medium,p0,full,0
S005,NAME,10,llama,medium,p0,full,0
S005,NAME,10,llama,medium,p0,full,0
S005,WORD,10,llama,medium,p0,full,0
S006,WORD,1,llama,medium,p0,full,1
S006,NAME,1,llama,medium,p0,full,0
S006,NOT_CHECKABLE,2,llama,medium,p0,full,1
S006,CONTEXT,3,llama,medium,p0,full,0
S006,WORD,3,llama,medium,p0,full,0
S006,WORD,4,llama,medium,p0,full,0
S006,NUMBER,4,llama,medium,p0,full,0
S006,NUMBER,4,llama,medium,p0,full,0
S006,NAME,5,llama,medium,p0,full,0
S006,WORD,6,llama,medium,p0,full,0
S006,CONTEXT,6,llama,medium,p0,full,0
S006,NAME,6,llama,medium,p0,full,0
S006,WORD,8,llama,medium,p0,full,1
S006,NAME,9,llama,medium,p0,full,0
S006,NAME,9,llama,medium,p0,full,0
S007,NAME,1,llama,medium,p0,full,0
S007,NUMBER,2,llama,medium,p0,full,0
S007,NUMBER,2,llama,medium,p0,full,0
S007,NUMBER,2,llama,medium,p0,full,0
S007,NUMBER,2,llama,medium,p0,full,0
S007,NUMBER,2,llama,medium,p0,full,0
S007,WORD,3,llama,medium,p0,full,0
S007,NUMBER,5,llama,medium,p0,full,0
S007,NUMBER,5,llama,medium,p0,full,0
S007,NUMBER,6,llama,medium,p0,full,0
S007,NUMBER,6,llama,medium,p0,full,0
S008,NAME,1,llama,medium,p0,full,0
S008,NAME,2,llama,medium,p0,full,0
S008,NUMBER,2,llama,medium,p0,full,0
S008,NUMBER,2,llama,medium,p0,full,0
S008,WORD,2,llama,medium,p0,full,0
S008,WORD,2,llama,medium,p0,full,0
S008,NAME,3,llama,medium,p0,full,0
S008,NUMBER,3,llama,medium,p0,full,0
S008,NUMBER,5,llama,medium,p0,full,0
S008,NUMBER,5,llama,medium,p0,full,0
S008,NUMBER,7,llama,medium,p0,full,0
S008,WORD,8,llama,medium,p0,full,0
S008,NAME,8,llama,medium,p0,full,0
S008,NUMBER,8,llama,medium,p0,full,0
S008,CONTEXT,9,llama,medium,p0,full,0
S008,NUMBER,9,llama,medium,p0,full,0
S008,NUMBER,9,llama,medium,p0,full,0
S008,NUMBER,9,llama,medium,p0,full,0
S008,WORD,9,llama,medium,p0,full,0
S008,NAME,11,llama,medium,p0,full,0
S008,NAME,11,llama,medium,p0,full,0
S009,WORD,1,llama,medium,p0,full,0
S009,NUMBER,1,llama,medium,p0,full,0
S009,NAME,1,llama,medium,p0,full,0
S009,NAME,2,llama,medium,p0,full,1
S009,NAME,3,llama,medium,p0,full,0
S009,WORD,3,llama,medium,p0,full,0
S009,WORD,4,llama,medium,p0,full,1
S009,NAME,4,llama,medium,p0,full,0
S009,NUMBER,4,llama,medium,p0,full,0
S009,NUMBER,4,llama,medium,p0,full,0
S009,NUMBER,5,llama,medium,p0,full,0
S009,NAME,6,llama,medium,p0,full,0
S009,NUMBER,6,llama,medium,p0,full,0
S009,NUMBER,6,llama,medium,p0,full,0
S009,NUMBER,6,llama,medium,p0,full,0
S009,NAME,7,llama,medium,p0,full,1
S009,NUMBER,7,llama,medium,p0,full,0
S009,NUMBER,7,llama,medium,p0,full,0
S009,NUMBER,7,llama,medium,p0,full,0
S009,NUMBER,7,llama,medium,p0,full,0
S009,WORD,8,llama,medium,p0,full,0
S009,WORD,9,llama,medium,p0,full,0
S009,NAME,9,llama,medium,p0,full,0
S009,NAME,9,llama,medium,p0,full,0
S009,NUMBER,10,llama,medium,p0,full,0
S009,NUMBER,12,llama,medium,p0,full,1
S009,NUMBER,12,llama,medium,p0,full,0
S009,NUMBER,12,llama,medium,p0,full,0
S009,WORD,13,llama,medium,p0,full,1
S009,NUMBER,13,llama,medium,p0,full,0
S009,NUMBER,13,llama,medium,p0,full,0
S009,WORD,14,llama,medium,p0,full,0
S009,NAME,14,llama,medium,p0,full,0
S009,NAME,14,llama,medium,p0,full,0
S010,NAME,1,llama,medium,p0,full,0
S010,NUMBER,3,llama,medium,p0,full,0
S010,NUMBER,3,llama,medium,p0,full,0
S010,NUMBER,3,llama,medium,p0,full,0
S010,NUMBER,4,llama,medium,p0,full,0
S010,WORD,5,llama,medium,p0,full,0
S010,WORD,6,llama,medium,p0,full,0
S010,WORD,6,llama,medium,p0,full,0
S010,WORD,9,llama,medium,p0,full,0
S010,WORD,10,llama,medium,p0,full,0
S010,NAME,10,llama,medium,p0,full,0
S010,WORD,11,llama,medium,p0,full,0
S010,WORD,12,llama,medium,p0,full,0
S010,NUMBER,12,llama,medium,p0,full,0
S010,NUMBER,13,llama,medium,p0,full,0
S010,WORD,14,llama,medium,p0,full,0
S010,NUMBER,14,llama,medium,p0,full,0
S010,WORD,15,llama,medium,p0,full,0
S010,WORD,16,llama,medium,p0,full,0
S010,NAME,16,llama,medium,p0,full,0
S011,NAME,1,llama,medium,p0,full,0
S011,NAME,3,llama,medium,p0,full,0
S011,NAME,3,llama,medium,p0,full,0
S011,NAME,3,llama,medium,p0,full,0
S011,WORD,3,llama,medium,p0,full,0
S011,NUMBER,5,llama,medium,p0,full,0
S011,NUMBER,5,llama,medium,p0,full,0
S011,NAME,6,llama,medium,p0,full,0
S011,WORD,8,llama,medium,p0,full,0
S011,NUMBER,8,llama,medium,p0,full,0
S011,NUMBER,8,llama,medium,p0,full,0
S011,WORD,9,llama,medium,p0,full,0
S011,NUMBER,9,llama,medium,p0,full,0
S011,WORD,10,llama,medium,p0,full,0
S011,NUMBER,10,llama,medium,p0,full,0
S011,NUMBER,10,llama,medium,p0,full,0
S011,WORD,11,llama,medium,p0,full,0
S011,NUMBER,11,llama,medium,p0,full,0
S011,NOT_CHECKABLE,12,llama,medium,p0,full,0
S011,NOT_CHECKABLE,12,llama,medium,p0,full,0
S011,WORD,13,llama,medium,p0,full,0
S011,NUMBER,13,llama,medium,p0,full,0
S011,NAME,14,llama,medium,p0,full,0
S011,WORD,14,llama,medium,p0,full,0
S011,NAME,14,llama,medium,p0,full,0
S011,NAME,14,llama,medium,p0,full,0
S012,NAME,1,llama,medium,p0,full,0
S012,WORD,2,llama,medium,p0,full,1
S012,NUMBER,2,llama,medium,p0,full,0
S012,NUMBER,2,llama,medium,p0,full,0
S012,NUMBER,3,llama,medium,p0,full,1
S012,NAME,7,llama,medium,p0,full,0
S012,WORD,7,llama,medium,p0,full,0
S012,NAME,10,llama,medium,p0,full,0
S012,NAME,10,llama,medium,p0,full,0
S013,NAME,1,llama,medium,p0,full,0
S013,NUMBER,2,llama,medium,p0,full,0
S013,NUMBER,2,llama,medium,p0,full,0
S013,NAME,3,llama,medium,p0,full,0
S013,NUMBER,6,llama,medium,p0,full,0
S013,NUMBER,6,llama,medium,p0,full,0
S013,NUMBER,6,llama,medium,p0,full,0
S013,NUMBER,6,llama,medium,p0,full,0
S013,NUMBER,6,llama,medium,p0,full,0
S013,NUMBER,7,llama,medium,p0,full,0
S013,NUMBER,7,llama,medium,p0,full,0
S013,NUMBER,7,llama,medium,p0,full,0
S013,NUMBER,7,llama,medium,p0,full,0
S013,NUMBER,7,llama,medium,p0,full,0
S013,NUMBER,8,llama,medium,p0,full,0
S013,NUMBER,8,llama,medium,p0,full,0
S013,NUMBER,8,llama,medium,p0,full,0
S013,NUMBER,8,llama,medium,p0,full,0
S013,NUMBER,8,llama,medium,p0,full,0
S013,NAME,9,llama,medium,p0,full,0
S014,NAME,1,llama,medium,p0,full,0
S014,NUMBER,6,llama,medium,p0,full,0
S014,WORD,6,llama,medium,p0,full,0
S014,NAME,7,llama,medium,p0,full,0
S014,NUMBER,8,llama,medium,p0,full,0
S014,NUMBER,8,llama,medium,p0,full,0
S014,WORD,9,llama,medium,p0,full,0
S014,WORD,9,llama,medium,p0,full,0
S014,WORD,10,llama,medium,p0,full,0
S014,WORD,10,llama,medium,p0,full,0
S014,WORD,11,llama,medium,p0,full,0
S014,NUMBER,11,llama,medium,p0,full,0
S014,WORD,12,llama,medium,p0,full,0
S014,CONTEXT,14,llama,medium,p0,full,0
S014,WORD,15,llama,medium,p0,full,0
S014,NAME,15,llama,medium,p0,full,0
S014,NAME,15,llama,medium,p0,full,0
S014,WORD,15,llama,medium,p0,full,0
S014,NAME,15,llama,medium,p0,full,0
S014,NAME,15,llama,medium,p0,full,0
S014,NAME,15,llama,medium,p0,full,0
S015,NAME,1,llama,medium,p0,full,0
S015,WORD,2,llama,medium,p0,full,0
S015,WORD,2,llama,medium,p0,full,0
S015,NUMBER,2,llama,medium,p0,full,1
S015,NUMBER,2,llama,medium,p0,full,0
S015,NUMBER,3,llama,medium,p0,full,1
S015,NUMBER,3,llama,medium,p0,full,0
S015,WORD,3,llama,medium,p0,full,0
S015,WORD,4,llama,medium,p0,full,0
S015,NAME,6,llama,medium,p0,full,1
S015,CONTEXT,6,llama,medium,p0,full,0
S015,NUMBER,6,llama,medium,p0,full,0
S015,WORD,9,llama,medium,p0,full,0
S015,WORD,9,llama,medium,p0,full,0
S015,NAME,9,llama,medium,p0,full,0
S015,NAME,9,llama,medium,p0,full,0
S015,WORD,10,llama,medium,p0,full,0
S015,WORD,11,llama,medium,p0,full,0
S015,NUMBER,11,llama,medium,p0,full,0
S015,NUMBER,11,llama,medium,p0,full,0
S015,NUMBER,11,llama,medium,p0,full,0
S015,NUMBER,11,llama,medium,p0,full,0
S015,NUMBER,11,llama,medium,p0,full,0
S015,NUMBER,11,llama,medium,p0,full,0
S015,NUMBER,11,llama,medium,p0,full,0
S015,NUMBER,12,llama,medium,p0,full,0
S015,NAME,13,llama,medium,p0,full,1
S016,NAME,1,llama,medium,p0,full,1
S016,NUMBER,2,llama,medium,p0,full,0
S016,NUMBER,2,llama,medium,p0,full,0
S016,NAME,3,llama,medium,p0,full,0
S016,NUMBER,3,llama,medium,p0,full,0
S016,NUMBER,3,llama,medium,p0,full,0
S016,WORD,3,llama,medium,p0,full,0
S016,NUMBER,3,llama,medium,p0,full,0
S016,NUMBER,3,llama,medium,p0,full,0
S016,NUMBER,3,llama,medium,p0,full,0
S016,WORD,4,llama,medium,p0,full,0
S016,WORD,4,llama,medium,p0,full,0
S016,CONTEXT,6,llama,medium,p0,full,0
S016,CONTEXT,6,llama,medium,p0,full,0
S016,NUMBER,6,llama,medium,p0,full,0
S016,NUMBER,6,llama,medium,p0,full,0
S016,NUMBER,6,llama,medium,p0,full,0
S016,NUMBER,6,llama,medium,p0,full,0
S016,NUMBER,6,llama,medium,p0,full,0
S016,NUMBER,7,llama,medium,p0,full,0
S016,NAME,7,llama,medium,p0,full,0
S016,NUMBER,8,llama,medium,p0,full,0
S016,NUMBER,9,llama,medium,p0,full,0
S016,NUMBER,10,llama,medium,p0,full,0
S016,WORD,12,llama,medium,p0,full,0
S016,WORD,13,llama,medium,p0,full,0
S016,NAME,13,llama,medium,p0,full,0
S016,WORD,14,llama,medium,p0,full,0
S016,NAME,14,llama,medium,p0,full,0
S016,NAME,14,llama,medium,p0,full,0
S017,NAME,1,llama,medium,p0,full,1
S017,NAME,2,llama,medium,p0,full,1
S017,NUMBER,2,llama,medium,p0,full,0
S017,NUMBER,2,llama,medium,p0,full,0
S017,NUMBER,2,llama,medium,p0,full,0
S017,NUMBER,2,llama,medium,p0,full,0
S017,NUMBER,3,llama,medium,p0,full,0
S017,NUMBER,3,llama,medium,p0,full,0
S017,NUMBER,3,llama,medium,p0,full,0
S017,NUMBER,3,llama,medium,p0,full,0
S017,NAME,3,llama,medium,p0,full,0
S017,NUMBER,3,llama,medium,p0,full,0
S017,NUMBER,3,llama,medium,p0,full,0
S017,WORD,3,llama,medium,p0,full,0
S017,NUMBER,4,llama,medium,p0,full,0
S017,NAME,5,llama,medium,p0,full,0
S017,WORD,7,llama,medium,p0,full,0
S017,NAME,8,llama,medium,p0,full,0
S017,NUMBER,8,llama,medium,p0,full,0
S017,NUMBER,8,llama,medium,p0,full,0
S017,NAME,10,llama,medium,p0,full,0
S017,NUMBER,10,llama,medium,p0,full,0
S017,NUMBER,10,llama,medium,p0,full,0
S017,NUMBER,11,llama,medium,p0,full,0
S017,NAME,12,llama,medium,p0,full,0
S017,WORD,13,llama,medium,p0,full,0
S017,NAME,14,llama,medium,p0,full,0
S017,NAME,14,llama,medium,p0,full,1
S017,NAME,14,llama,medium,p0,full,1
S017,NAME,14,llama,medium,p0,full,0
S018,NUMBER,2,llama,medium,p0,full,0
S018,NUMBER,2,llama,medium,p0,full,0
S018,NUMBER,5,llama,medium,p0,full,0
S018,NUMBER,5,llama,medium,p0,full,0
S018,NUMBER,5,llama,medium,p0,full,0
S018,WORD,6,llama,medium,p0,full,0
S018,NUMBER,7,llama,medium,p0,full,0
S018,NUMBER,7,llama,medium,p0,full,0
S018,NAME,9,llama,medium,p0,full,0
S018,WORD,11,llama,medium,p0,full,0
S018,NUMBER,11,llama,medium,p0,full,0
S018,NUMBER,11,llama,medium,p0,full,0
S018,WORD,12,llama,medium,p0,full,0
S018,NAME,13,llama,medium,p0,full,0
S018,NAME,13,llama,medium,p0,full,0
S018,NAME,13,llama,medium,p0,full,0
S019,NOT_CHECKABLE,2,llama,medium,p0,full,0
S019,WORD,3,llama,medium,p0,full,0
S019,NUMBER,3,llama,medium,p0,full,0
S019,NUMBER,4,llama,medium,p0,full,0
S019,NOT_CHECKABLE,5,llama,medium,p0,full,0
S019,WORD,6,llama,medium,p0,full,0
S019,NUMBER,6,llama,medium,p0,full,0
S019,WORD,8,llama,medium,p0,full,0
S019,NUMBER,8,llama,medium,p0,full,0
S019,WORD,9,llama,medium,p0,full,0
S019,NAME,9,llama,medium,p0,full,0
S019,NAME,9,llama,medium,p0,full,0
S019,NOT_CHECKABLE,10,llama,medium,p0,full,0
S019,WORD,10,llama,medium,p0,full,0
S019,WORD,14,llama,medium,p0,full,0
S019,NAME,14,llama,medium,p0,full,0
S019,WORD,14,llama,medium,p0,full,0
S019,NAME,14,llama,medium,p0,full,0
S020,NAME,1,llama,medium,p0,full,1
S020,WORD,1,llama,medium,p0,full,0
S020,NAME,1,llama,medium,p0,full,0
S020,NUMBER,2,llama,medium,p0,full,0
S020,NAME,2,llama,medium,p0,full,0
S020,NAME,2,llama,medium,p0,full,0
S020,NUMBER,3,llama,medium,p0,full,0
S020,WORD,4,llama,medium,p0,full,0
S020,NAME,4,llama,medium,p0,full,0
S020,NUMBER,4,llama,medium,p0,full,0
S020,NAME,5,llama,medium,p0,full,0
S020,WORD,5,llama,medium,p0,full,0
S020,NUMBER,5,llama,medium,p0,full,0
S020,WORD,6,llama,medium,p0,full,0
S020,NUMBER,7,llama,medium,p0,full,0
S020,WORD,8,llama,medium,p0,full,0
S020,NUMBER,8,llama,medium,p0,full,0
S020,NUMBER,8,llama,medium,p0,full,0
S020,WORD,9,llama,medium,p0,full,0
S020,NUMBER,9,llama,medium,p0,full,0
S020,NUMBER,9,llama,medium,p0,full,0
S020,NUMBER,10,llama,medium,p0,full,0
S020,WORD,11,llama,medium,p0,full,0
S020,NUMBER,11,llama,medium,p0,full,0
S020,WORD,12,llama,medium,p0,full,0
S020,NUMBER,12,llama,medium,p0,full,0
S020,WORD,13,llama,medium,p0,full,0
S020,NUMBER,13,llama,medium,p0,full,0
S020,NUMBER,13,llama,medium,p0,full,0
S020,CONTEXT,14,llama,medium,p0,full,0
S020,WORD,14,llama,medium,p0,full,0
S020,NUMBER,14,llama,medium,p0,full,0
S020,NUMBER,14,llama,medium,p0,full,0
S020,NUMBER,14,llama,medium,p0,full,0
S020,WORD,15,llama,medium,p0,full,0
S020,WORD,15,llama,medium,p0,full,0
S020,NUMBER,15,llama,medium,p0,full,0
S020,NUMBER,15,llama,medium,p0,full,0
S020,NOT_CHECKABLE,16,llama,medium,p0,full,0
S020,NAME,17,llama,medium,p0,full,0
S020,NAME,17,llama,medium,p0,full,0
S020,NAME,17,llama,medium,p0,full,0
S020,NUMBER,19,llama,medium,p0,full,0
S020,NUMBER,19,llama,medium,p0,full,0
S020,NUMBER,19,llama,medium,p0,full,0
S020,NUMBER,20,llama,medium,p0,full,0
S020,NUMBER,20,llama,medium,p0,full,0
S020,WORD,21,llama,medium,p0,full,0
S020,NUMBER,21,llama,medium,p0,full,0
S020,NUMBER,21,llama,medium,p0,full,0
S020,NOT_CHECKABLE,22,llama,medium,p0,full,0
S020,NAME,23,llama,medium,p0,full,0
S020,NAME,23,llama,medium,p0,full,0
S021,NAME,1,llama,medium,p0,full,0
S021,NAME,2,llama,medium,p0,full,0
S021,NAME,2,llama,medium,p0,full,0
S021,WORD,2,llama,medium,p0,full,0
S021,WORD,3,llama,medium,p0,full,0
S021,NUMBER,3,llama,medium,p0,full,0
S021,WORD,3,llama,medium,p0,full,0
S021,NUMBER,3,llama,medium,p0,full,0
S021,WORD,4,llama,medium,p0,full,0
S021,NAME,4,llama,medium,p0,full,0
S021,NUMBER,4,llama,medium,p0,full,0
S021,NUMBER,4,llama,medium,p0,full,0
S021,NUMBER,4,llama,medium,p0,full,0
S021,NUMBER,4,llama,medium,p0,full,0
S021,NUMBER,5,llama,medium,p0,full,0
S021,NUMBER,5,llama,medium,p0,full,0
S021,WORD,6,llama,medium,p0,full,0
S021,NUMBER,7,llama,medium,p0,full,0
S021,NUMBER,7,llama,medium,p0,full,0
S021,NUMBER,7,llama,medium,p0,full,0
S021,NUMBER,8,llama,medium,p0,full,0
S021,WORD,10,llama,medium,p0,full,0
S021,NUMBER,10,llama,medium,p0,full,0
S021,NUMBER,10,llama,medium,p0,full,0
S021,NUMBER,10,llama,medium,p0,full,0
S021,NUMBER,11,llama,medium,p0,full,0
S021,NUMBER,11,llama,medium,p0,full,0
S021,CONTEXT,12,llama,medium,p0,full,0
S021,WORD,13,llama,medium,p0,full,0
S021,NUMBER,13,llama,medium,p0,full,0
S021,NUMBER,13,llama,medium,p0,full,0
S021,WORD,13,llama,medium,p0,full,0
S021,WORD,13,llama,medium,p0,full,0
S021,NUMBER,14,llama,medium,p0,full,0
S021,NUMBER,15,llama,medium,p0,full,0
S021,WORD,15,llama,medium,p0,full,0
S021,NUMBER,15,llama,medium,p0,full,0
S021,WORD,16,llama,medium,p0,full,0
S021,WORD,16,llama,medium,p0,full,0
S021,NUMBER,16,llama,medium,p0,full,0
S021,WORD,17,llama,medium,p0,full,0
S021,NAME,17,llama,medium,p0,full,0
S021,NAME,17,llama,medium,p0,full,0
S021,WORD,17,llama,medium,p0,full,0
S021,NAME,17,llama,medium,p0,full,0
S021,NAME,17,llama,medium,p0,full,0
S022,WORD,2,llama,medium,p0,full,0
S022,NUMBER,3,llama,medium,p0,full,0
S022,NUMBER,3,llama,medium,p0,full,0
S022,NUMBER,3,llama,medium,p0,full,0
S022,NAME,6,llama,medium,p0,full,0
S022,NUMBER,8,llama,medium,p0,full,0
S022,NAME,12,llama,medium,p0,full,0
S022,NAME,12,llama,medium,p0,full,1
S022,NUMBER,13,llama,medium,p0,full,0
S022,NAME,13,llama,medium,p0,full,1
S022,NAME,14,llama,medium,p0,full,0
S023,NAME,1,llama,medium,p0,full,1
S023,NUMBER,3,llama,medium,p0,full,0
S023,WORD,7,llama,medium,p0,full,0
S023,WORD,9,llama,medium,p0,full,0
S023,NAME,10,llama,medium,p0,full,0
S023,WORD,11,llama,medium,p0,full,0
S023,WORD,12,llama,medium,p0,full,0
S023,NUMBER,13,llama,medium,p0,full,0
S023,NUMBER,15,llama,medium,p0,full,0
S024,NAME,1,llama,medium,p0,full,0
S024,WORD,2,llama,medium,p0,full,0
S024,WORD,2,llama,medium,p0,full,0
S024,NAME,2,llama,medium,p0,full,0
S024,NAME,2,llama,medium,p0,full,0
S024,WORD,2,llama,medium,p0,full,0
S024,NUMBER,2,llama,medium,p0,full,0
S024,CONTEXT,5,llama,medium,p0,full,0
S024,NUMBER,5,llama,medium,p0,full,0
S024,NAME,6,llama,medium,p0,full,0
S024,NUMBER,7,llama,medium,p0,full,0
S024,WORD,7,llama,medium,p0,full,0
S024,WORD,8,llama,medium,p0,full,0
S024,NAME,10,llama,medium,p0,full,0
S024,WORD,11,llama,medium,p0,full,0
S024,NUMBER,11,llama,medium,p0,full,0
S024,WORD,13,llama,medium,p0,full,0
S025,NAME,2,llama,medium,p0,full,0
S025,CONTEXT,5,llama,medium,p0,full,0
S025,CONTEXT,7,llama,medium,p0,full,0
S025,CONTEXT,8,llama,medium,p0,full,1
S026,NAME,1,llama,medium,p0,full,0
S026,NUMBER,1,llama,medium,p0,full,0
S026,NAME,1,llama,medium,p0,full,1
S026,WORD,2,llama,medium,p0,full,0
S026,NUMBER,2,llama,medium,p0,full,0
S026,NUMBER,3,llama,medium,p0,full,0
S026,NUMBER,3,llama,medium,p0,full,0
S026,NUMBER,3,llama,medium,p0,full,0
S026,NUMBER,3,llama,medium,p0,full,0
S026,NAME,4,llama,medium,p0,full,0
S026,NUMBER,5,llama,medium,p0,full,0
S026,NUMBER,6,llama,medium,p0,full,0
S026,NUMBER,8,llama,medium,p0,full,0
S026,NUMBER,8,llama,medium,p0,full,0
S026,NUMBER,8,llama,medium,p0,full,0
S026,NUMBER,10,llama,medium,p0,full,0
S026,NUMBER,12,llama,medium,p0,full,0
S026,NUMBER,12,llama,medium,p0,full,0
S026,NUMBER,12,llama,medium,p0,full,0
S026,NUMBER,14,llama,medium,p0,full,0
S026,NOT_CHECKABLE,14,llama,medium,p0,full,0
S026,NUMBER,15,llama,medium,p0,full,0
S026,NUMBER,16,llama,medium,p0,full,0
S026,NUMBER,16,llama,medium,p0,full,0
S026,WORD,17,llama,medium,p0,full,0
S026,NUMBER,18,llama,medium,p0,full,0
S026,WORD,19,llama,medium,p0,full,0
S026,NAME,19,llama,medium,p0,full,1
S026,WORD,19,llama,medium,p0,full,0
S026,NAME,19,llama,medium,p0,full,1
S026,NAME,19,llama,medium,p0,full,0
S027,NUMBER,1,llama,medium,p0,full,0
S027,NAME,1,llama,medium,p0,full,0
S027,NAME,2,llama,medium,p0,full,0
S027,NAME,3,llama,medium,p0,full,0
S027,NUMBER,5,llama,medium,p0,full,0
S027,WORD,6,llama,medium,p0,full,0
S027,NUMBER,6,llama,medium,p0,full,0
S027,WORD,7,llama,medium,p0,full,0
S027,NAME,8,llama,medium,p0,full,0
S027,WORD,8,llama,medium,p0,full,0
S027,NAME,8,llama,medium,p0,full,0
S027,NAME,8,llama,medium,p0,full,0
S028,NAME,1,llama,medium,p0,full,1
S028,OTHER,2,llama,medium,p0,full,0
S028,NUMBER,3,llama,medium,p0,full,0
S028,WORD,3,llama,medium,p0,full,0
S028,NAME,4,llama,medium,p0,full,0
