text_id,category,sentence_id,family,size,prompt,mode,correct
S022,CONTEXT,1,llama,medium,p0,full,0
S022,WORD,4,llama,medium,p0,full,0
S022,WORD,4,llama,medium,p0,full,0
S022,WORD,4,llama,medium,p0,full,0
S022,WORD,4,llama,medium,p0,full,0
S022,WORD,6,llama,medium,p0,full,0
S022,WORD,6,llama,medium,p0,full,0
S022,WORD,6,llama,medium,p0,full,0
S022,WORD,6,llama,medium,p0,full,0
S022,NAME,10,llama,medium,p0,full,0
S022,NAME,10,llama,medium,p0,full,0
S022,NAME,10,llama,medium,p0,full,0
S022,NAME,10,llama,medium,p0,full,0
S022,NAME,10,llama,medium,p0,full,0
S022,NAME,10,llama,medium,p0,full,0
S022,NAME,12,llama,medium,p0,full,1
S022,NAME,12,llama,medium,p0,full,1
S022,NAME,12,llama,medium,p0,full,1
S022,NAME,13,llama,medium,p0,full,1
S022,NAME,13,llama,medium,p0,full,1
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,0
S023,OTHER,1,llama,medium,p0,full,1
S023,OTHER,5,llama,medium,p0,full,0
S023,OTHER,5,llama,medium,p0,full,0
S023,OTHER,5,llama,medium,p0,full,0
S023,OTHER,6,llama,medium,p0,full,0
S023,OTHER,6,llama,medium,p0,full,0
S023,OTHER,6,llama,medium,p0,full,0
S023,OTHER,6,llama,medium,p0,full,0
S023,OTHER,6,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,4,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,5,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,6,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,7,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,1
S025,NUMBER,8,llama,medium,p0,full,1
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S025,NUMBER,8,llama,medium,p0,full,0
S026,OTHER,1,llama,medium,p0,full,1
S026,OTHER,19,llama,medium,p0,full,1
S026,OTHER,19,llama,medium,p0,full,1
S026,OTHER,19,llama,medium,p0,full,1
S026,OTHER,19,llama,medium,p0,full,1
S028,OTHER,1,llama,medium,p0,full,1
S028,OTHER,2,llama,medium,p0,full,0
S028,OTHER,2,llama,medium,p0,full,0
S028,OTHER,2,llama,medium,p0,full,0
S028,OTHER,17,llama,medium,p0,full,1
S028,OTHER,17,llama,medium,p0,full,1
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,1,llama,medium,p0,sent,1
S001,OTHER,1,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,1
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,3,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,1
S001,OTHER,4,llama,medium,p0,sent,1
S001,OTHER,4,llama,medium,p0,sent,1
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,4,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,1
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,1
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,1
S001,OTHER,5,llama,medium,p0,sent,1
S001,OTHER,5,llama,medium,p0,sent,1
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,5,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,6,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,7,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,OTHER,8,llama,medium,p0,sent,0
S001,WORD,9,llama,medium,p0,sent,0
S001,WORD,9,llama,medium,p0,sent,0
S001,WORD,9,llama,medium,p0,sent,1
S001,WORD,9,llama,medium,p0,sent,0
